__time,/joint_states/_MSG_INDEX_,/joint_states/header/seq,/joint_states/header/stamp,/joint_states/theta1/effort,/joint_states/theta1/position,/joint_states/theta1/velocity,/joint_states/theta2/effort,/joint_states/theta2/position,/joint_states/theta2/velocity
1639603708.064698,367167.000000,64856.000000,1639603708.064698,0.000000,0.000000,-0.000000,0.002000,0.000383,0.000000
1639603708.065692,367168.000000,64857.000000,1639603708.065692,0.000000,0.000000,-0.000000,0.002000,0.000383,0.000000
1639603708.066680,367169.000000,64858.000000,1639603708.066680,0.000000,0.000000,-0.000000,-0.001000,0.000383,0.000000
1639603708.068690,367170.000000,64859.000000,1639603708.068690,0.000000,0.000000,-0.000000,-0.001000,0.000383,0.000000
1639603708.069687,367171.000000,64860.000000,1639603708.069687,0.000000,0.000000,-0.000000,-0.001000,0.000383,0.000000
1639603708.071465,367172.000000,64861.000000,1639603708.071465,0.000000,0.000000,-0.000000,-0.001000,0.000383,0.000000
1639603708.072679,367173.000000,64862.000000,1639603708.072679,0.000000,0.000000,-0.000000,-0.001000,0.000383,0.000000
1639603708.073691,367174.000000,64863.000000,1639603708.073691,0.000000,0.000000,-0.000000,-0.001000,0.000383,0.000000
1639603708.074682,367175.000000,64864.000000,1639603708.074682,0.000000,0.000000,-0.000000,-0.001000,0.000383,0.000000
1639603708.075682,367176.000000,64865.000000,1639603708.075682,0.000000,0.000000,-0.000000,-0.001000,0.000383,0.000000
1639603708.076690,367177.000000,64866.000000,1639603708.076690,0.000000,0.000000,-0.000000,0.000000,0.000383,0.000000
1639603708.077699,367178.000000,64867.000000,1639603708.077699,0.000000,0.000000,-0.000000,0.000000,0.000383,0.000000
1639603708.079695,367179.000000,64868.000000,1639603708.079695,0.000000,0.000000,-0.000000,0.002000,0.000383,0.000000
1639603708.080681,367180.000000,64869.000000,1639603708.080681,0.000000,0.000000,-0.000000,0.000000,0.000383,0.000000
1639603708.081708,367181.000000,64870.000000,1639603708.081708,0.000000,0.000000,-0.000000,0.000000,0.000383,0.000000
1639603708.082713,367182.000000,64871.000000,1639603708.082713,0.000000,0.000000,-0.000000,0.000000,0.000383,0.000000
1639603708.084683,367183.000000,64872.000000,1639603708.084683,0.000000,0.000000,-0.000000,0.000000,0.000383,0.000000
1639603708.085678,367184.000000,64873.000000,1639603708.085678,0.000000,0.000000,-0.000000,0.000000,0.000383,0.000000
1639603708.086684,367185.000000,64874.000000,1639603708.086684,0.000000,0.000000,-0.000000,0.000000,0.000383,0.000000
