__time,/joint_states/header/seq,/joint_states/header/stamp,/joint_states/theta1/effort,/joint_states/theta1/position,/joint_states/theta1/velocity,/joint_states/theta2/effort,/joint_states/theta2/position,/joint_states/theta2/velocity,/theta2_controller/command/data
1642806618.700120,10053578.000000,1642806618.700120,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.702117,10053579.000000,1642806618.702117,0.000000,0.000000,0.000000,-0.001000,0.001534,0.000000,
1642806618.703125,10053580.000000,1642806618.703125,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.704139,10053581.000000,1642806618.704139,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.705369,10053582.000000,1642806618.705369,0.000000,0.000000,0.000000,-0.001000,0.001534,0.000000,
1642806618.707188,10053583.000000,1642806618.707188,0.000000,0.000000,0.000000,0.001000,0.001534,0.000000,
1642806618.708124,10053584.000000,1642806618.708124,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.709173,10053585.000000,1642806618.709173,0.000000,0.000000,0.000000,-0.001000,0.001534,0.000000,
1642806618.710121,10053586.000000,1642806618.710121,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.712164,10053587.000000,1642806618.712164,0.000000,0.000000,0.000000,0.001000,0.001534,0.000000,
1642806618.713138,10053588.000000,1642806618.713138,0.000000,0.000000,0.000000,0.001000,0.001534,0.000000,
1642806618.714104,10053589.000000,1642806618.714104,0.000000,0.000000,0.000000,0.002000,0.001534,0.000000,
1642806618.715117,10053590.000000,1642806618.715117,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.717106,10053591.000000,1642806618.717106,0.000000,0.000000,0.000000,0.002000,0.001534,0.000000,
1642806618.718109,10053592.000000,1642806618.718109,0.000000,0.000000,0.000000,0.002000,0.001534,0.000000,
1642806618.719104,10053593.000000,1642806618.719104,0.000000,0.000000,0.000000,-0.001000,0.001534,0.000000,
1642806618.720105,10053594.000000,1642806618.720105,0.000000,0.000000,0.000000,-0.001000,0.001534,0.000000,
1642806618.722111,10053595.000000,1642806618.722111,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.723132,10053596.000000,1642806618.723132,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.724202,10053597.000000,1642806618.724202,0.000000,0.000000,0.000000,0.001000,0.001534,0.000000,
1642806618.725112,10053598.000000,1642806618.725112,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.727117,10053599.000000,1642806618.727117,0.000000,0.000000,0.000000,0.001000,0.001534,0.000000,
1642806618.728110,10053600.000000,1642806618.728110,0.000000,0.000000,0.000000,0.000000,0.001534,0.000000,
1642806618.729129,10053601.000000,1642806618.729129,0.000000,0.000000,0.000000,-0.001000,0.001534,0.000000,
1642806618.730119,10053602.000000,1642806618.730119,0.000000,0.000000,0.000000,0.001000,0.001534,0.000000,
1642806618.732128,10053603.000000,1642806618.732128,0.000000,0.000000,-0.000000,-0.002000,0.001534,0.000000,
1642806618.733119,10053604.000000,1642806618.733119,0.000000,0.000000,-0.000000,-0.002000,0.001534,0.000000,
1642806618.734110,10053605.000000,1642806618.734110,0.000000,0.000000,-0.000000,-0.002000,0.001534,0.000000,
1642806618.735119,10053606.000000,1642806618.735119,0.000000,0.000000,-0.000000,-0.001000,0.001534,0.000000,
1642806618.737112,10053607.000000,1642806618.737112,0.000000,0.000000,-0.000000,0.003000,0.001534,0.000000,
1642806618.738099,10053608.000000,1642806618.738099,0.000000,0.000000,-0.000000,0.000000,0.001534,0.000000,
1642806618.739108,10053609.000000,1642806618.739108,0.000000,0.000000,-0.000000,0.000000,0.001534,0.000000,
1642806618.740180,10053610.000000,1642806618.740180,0.000000,0.000000,-0.000000,0.000000,0.001534,0.000000,
1642806618.742109,10053611.000000,1642806618.742109,0.000000,0.000000,-0.000000,0.002000,0.001534,0.000000,
1642806618.743198,10053612.000000,1642806618.743198,0.000000,0.000000,-0.000000,0.002000,0.001534,0.000000,
1642806618.744102,10053613.000000,1642806618.744102,0.000000,0.000000,-0.000000,0.002000,0.001534,0.000000,
1642806618.745112,10053614.000000,1642806618.745112,0.000000,0.000000,-0.000000,-0.001000,0.001534,0.000000,
1642806618.746450,10053615.000000,1642806618.746450,0.000000,0.000000,-0.000000,-0.001000,0.001534,0.000000,
