__time,/joint_states/_MSG_INDEX_,/joint_states/header/seq,/joint_states/header/stamp,/joint_states/theta1/effort,/joint_states/theta1/position,/joint_states/theta1/velocity,/joint_states/theta2/effort,/joint_states/theta2/position,/joint_states/theta2/velocity,/theta2_controller/command/_MSG_INDEX_,/theta2_controller/command/data
1645645507.243471,9194.000000,189200.000000,1645645507.243471,0.000000,0.000000,0.000000,-1.117000,-0.644655,-9.005899,,
1645645507.243704,,,,,,,,,,7604.000000,0.707856
1645645507.246832,9195.000000,189201.000000,1645645507.246832,0.000000,0.053688,0.820724,-1.112000,-0.685306,-9.320058,,
1645645507.247112,,,,,,,,,,7605.000000,0.671687
1645645507.250176,9196.000000,189202.000000,1645645507.250176,0.000000,0.058290,0.840602,-1.104000,-0.706015,-9.529498,,
1645645507.250337,,,,,,,,,,7606.000000,0.671687
1645645507.250919,9197.000000,189203.000000,1645645507.250919,0.000000,0.058290,0.844439,-1.104000,-0.758553,-9.529498,,
1645645507.251933,9198.000000,189204.000000,1645645507.251933,0.000000,0.059824,0.848491,-1.072000,-0.771209,-10.053096,,
1645645507.252707,,,,,,,,,,7607.000000,0.671687
1645645507.252947,9199.000000,189205.000000,1645645507.252947,0.000000,0.059824,0.852350,-0.681000,-0.791918,-10.157816,,
1645645507.253968,9200.000000,189206.000000,1645645507.253968,0.000000,0.061359,0.860305,-0.681000,-0.791918,-10.157816,,
1645645507.254948,,,,,,,,,,7608.000000,0.671687
1645645507.254988,9201.000000,189207.000000,1645645507.254988,0.000000,0.062893,0.864397,-0.036000,-0.824131,-10.367256,,
1645645507.255926,9202.000000,189208.000000,1645645507.255926,0.000000,0.062893,0.868284,-0.036000,-0.824131,-10.367256,,
1645645507.258473,,,,,,,,,,7609.000000,-0.083934
1645645507.258942,9203.000000,189209.000000,1645645507.258942,0.000000,0.064426,0.879543,0.143000,-0.833335,-10.576695,,
1645645507.260962,9204.000000,189210.000000,1645645507.260962,0.000000,0.065960,0.887328,0.413000,-0.861714,-10.681415,,
1645645507.261798,,,,,,,,,,7610.000000,-0.138823
1645645507.261926,9205.000000,189211.000000,1645645507.261926,0.000000,0.067495,0.889927,0.482000,-0.890092,-10.681415,,
1645645507.262934,9206.000000,189212.000000,1645645507.262934,0.000000,0.067495,0.890016,0.290000,-0.906199,-10.681415,,
1645645507.263951,9207.000000,189213.000000,1645645507.263951,0.000000,0.069029,0.889738,0.204000,-0.916170,-10.681415,,
1645645507.264643,,,,,,,,,,7611.000000,-0.138823
1645645507.264961,9208.000000,189214.000000,1645645507.264961,0.000000,0.069029,0.888794,0.204000,-0.916170,-10.681415,,
1645645507.265923,9209.000000,189215.000000,1645645507.265923,0.000000,0.069029,0.883954,0.124000,-0.928058,-10.576695,,
1645645507.266370,,,,,,,,,,7612.000000,-0.138823
1645645507.266582,,,,,,,,,,7613.000000,-0.138823
1645645507.266913,9210.000000,189216.000000,1645645507.266913,0.000000,0.070562,0.880450,0.025000,-0.943782,-10.576695,,
1645645507.267932,9211.000000,189217.000000,1645645507.267932,0.000000,0.070562,0.876183,0.025000,-0.943782,-10.576695,,
1645645507.268795,,,,,,,,,,7614.000000,-0.138823
1645645507.268941,9212.000000,189218.000000,1645645507.268941,0.000000,0.070562,0.870956,-0.045000,-0.958738,-10.471976,,
1645645507.269907,9213.000000,189219.000000,1645645507.269907,0.000000,0.070562,0.864610,-0.045000,-0.958738,-10.471976,,
1645645507.270925,9214.000000,189220.000000,1645645507.270925,0.000000,0.072096,0.850282,-0.081000,-0.973311,-10.471976,,
1645645507.271925,9215.000000,189221.000000,1645645507.271925,0.000000,0.072096,0.841932,-0.105000,-0.988267,-10.367256,,
1645645507.271976,,,,,,,,,,7615.000000,-0.335043
1645645507.272249,,,,,,,,,,7616.000000,-0.335043
1645645507.272806,,,,,,,,,,7617.000000,-0.335043
1645645507.272920,9216.000000,189222.000000,1645645507.272920,0.000000,0.073631,0.822969,-0.117000,-1.002840,-10.367256,,
1645645507.273907,9217.000000,189223.000000,1645645507.273907,0.000000,0.073631,0.812838,-0.117000,-1.002840,-10.367256,,
1645645507.274196,,,,,,,,,,7618.000000,-0.335043
1645645507.274919,9218.000000,189224.000000,1645645507.274919,0.000000,0.073631,0.802063,-0.121000,-1.017413,-10.262536,,
1645645507.275918,9219.000000,189225.000000,1645645507.275918,0.000000,0.073631,0.790528,-0.147000,-1.032369,-10.262536,,
1645645507.276696,,,,,,,,,,7619.000000,-0.439575
1645645507.276921,9220.000000,189226.000000,1645645507.276921,0.000000,0.075165,0.765610,-0.147000,-1.032369,-10.262536,,
1645645507.277039,,,,,,,,,,7620.000000,-0.439575
1645645507.277406,,,,,,,,,,7621.000000,-0.439575
1645645507.277915,9221.000000,189227.000000,1645645507.277915,0.000000,0.075165,0.752774,-0.215000,-1.039272,-10.157816,,
1645645507.278915,9222.000000,189228.000000,1645645507.278915,0.000000,0.075165,0.739511,-0.270000,-1.053078,-10.157816,,
1645645507.279913,9223.000000,189229.000000,1645645507.279913,0.000000,0.075165,0.725724,-0.318000,-1.066500,-10.053096,,
1645645507.280931,9224.000000,189230.000000,1645645507.280931,0.000000,0.075165,0.711341,-0.318000,-1.066500,-10.053096,,
1645645507.282715,,,,,,,,,,7622.000000,-0.439575
1645645507.282952,9225.000000,189231.000000,1645645507.282952,0.000000,0.076698,0.668329,-0.363000,-1.080306,-9.948377,,
1645645507.283435,,,,,,,,,,7623.000000,-0.439575
